filepath,mean_r,mean_g,mean_b,std_r,std_g,std_b,mode_r,mode_g,mode_b,chromatic_x
data/tomato/unripe/u (602).jpg,0.4667206093851954,0.48368207635910104,0.3844175903519595,0.23275713245292098,0.22878015845749286,0.2558961075301424,0.47058823529411764,0.6588235294117647,0.1568627450980392,0.5089227699914817
data/tomato/unripe/u (989).jpg,0.3204659846765824,0.3091599594256943,0.22880507664640465,0.11519656509878802,0.1175425466186147,0.12465563828322868,0.2196078431372549,0.2196078431372549,0.1568627450980392,0.49102085341423113
data/tomato/unripe/u (557).jpg,0.5887289872589644,0.5900963179068885,0.34876095083255226,0.21305487975248752,0.2008432200929614,0.2541644186548651,0.7843137254901961,0.7843137254901961,0.03137254901960784,0.5005795300978341
data/tomato/unripe/u (336).jpg,0.5575631628190598,0.5202930999389375,0.20138927628807088,0.15390158968896617,0.18508541932198364,0.15334894908541574,0.40784313725490196,0.2823529411764706,0.03137254901960784,0.48271057580260956
data/tomato/unripe/u (293).jpg,0.5262998394282742,0.5082124438480591,0.2897507997175546,0.13538484863611927,0.14838260453421914,0.1593756881425112,0.5333333333333333,0.5333333333333333,0.1568627450980392,0.4912575334349847
data/tomato/unripe/u (432).jpg,0.44120754628477904,0.49441114905529043,0.1202642858159967,0.06553842306824346,0.060183077672362,0.10827569409085537,0.47058823529411764,0.47058823529411764,0.09411764705882353,0.5284317458447547
data/tomato/unripe/u (1066).jpg,0.31060267586038215,0.37277149144078153,0.20429900013318156,0.09294885833794889,0.08115129054996248,0.10002385095932408,0.2196078431372549,0.2823529411764706,0.09411764705882353,0.5454858608821835
data/tomato/unripe/u (664).jpg,0.4844630731099736,0.5060667968327918,0.3382803161847421,0.1994930134157708,0.19481518023818797,0.2258852913347988,0.7215686274509804,0.7215686274509804,0.03137254901960784,0.5109046191180626
data/tomato/unripe/u (803).jpg,0.7086218724321717,0.7073872207689518,0.5537555104916074,0.1984319418691963,0.18993271351807903,0.2322290648589229,0.9098039215686274,0.9098039215686274,0.9098039215686274,0.49956368543234514
data/tomato/unripe/u (346).jpg,0.8077272106672564,0.8306160107684408,0.6239239307154363,0.1703426981529188,0.1591010717166449,0.2561974140826961,0.9725490196078431,0.9725490196078431,0.9725490196078431,0.5069850400794065
data/tomato/unripe/u (107).jpg,0.6378659456434973,0.6446288883360598,0.6465091773819186,0.028042347016304134,0.029294677718463447,0.044999696559250936,0.6588235294117647,0.6588235294117647,0.6588235294117647,0.5026362435313261
data/tomato/unripe/u (418).jpg,0.5271061322987053,0.5596066202122696,0.3662347061085103,0.22531503342273088,0.21832486870597134,0.2922705140616126,0.8470588235294118,0.8470588235294118,0.03137254901960784,0.5149531041815155
data/tomato/unripe/u (857).jpg,0.39334762312802435,0.45507317028225275,0.12617486654621693,0.046250571387346166,0.04798516952923695,0.06167658595705957,0.40784313725490196,0.47058823529411764,0.09411764705882353,0.5363760971451024
data/tomato/unripe/u (143).jpg,0.6026277810026142,0.5201210528211455,0.26609373468726205,0.17964783283861968,0.1969012467751437,0.18924459068992036,0.5333333333333333,0.40784313725490196,0.1568627450980392,0.4632564059704773
data/tomato/unripe/u (24).jpg,0.6595445525811675,0.6522482135662586,0.658268857545154,0.1278112159004403,0.14056072737503122,0.2204436819401059,0.7843137254901961,0.7843137254901961,0.8470588235294118,0.4972185646847751
data/tomato/unripe/u (1061).jpg,0.4859743068486312,0.527411863545025,0.3642686447897113,0.14149976793332392,0.1117276965631392,0.14442345030020778,0.34509803921568627,0.6588235294117647,0.2196078431372549,0.5204445832288845
data/tomato/unripe/u (55).jpg,0.6055614607755188,0.5754850447163359,0.5033946219779722,0.13846222745152184,0.16529406283830764,0.22709479044222844,0.6588235294117647,0.6588235294117647,0.7215686274509804,0.48726663579605256
data/tomato/unripe/u (216).jpg,0.2803463390567898,0.2343345403435414,0.09117877404283085,0.09607119955058206,0.11155746043467468,0.1416824403760929,0.2823529411764706,0.2196078431372549,0.03137254901960784,0.45529976811418044
data/tomato/unripe/u (386).jpg,0.6276024220615667,0.5107698647830271,0.36008724648388124,0.23698084730373226,0.25786995203049723,0.22496518112783345,0.40784313725490196,0.2823529411764706,0.1568627450980392,0.4486839867780167
data/tomato/unripe/u (975).jpg,0.6043412161737692,0.6005136284938171,0.4598167790333699,0.0892139866342617,0.09516005249167202,0.0963656000528296,0.596078431372549,0.5333333333333333,0.47058823529411764,0.4984111843350819
data/tomato/unripe/u (764).jpg,0.23446822447206914,0.2775661112409422,0.03604462503528474,0.06379485718960182,0.06620065350555888,0.08097001684166494,0.2196078431372549,0.2823529411764706,0.03137254901960784,0.5420838990622204
data/tomato/unripe/u (154).jpg,0.7325352491374609,0.7800276247027497,0.6170174199800814,0.17096474530023045,0.1595988602211676,0.20550063561475215,0.9725490196078431,0.9725490196078431,0.40784313725490196,0.5156989653087225
data/tomato/unripe/u (519).jpg,0.5198061077564436,0.575326734564132,0.3223774331809703,0.21711911366579195,0.19895490473081265,0.26042363837388727,0.34509803921568627,0.40784313725490196,0.1568627450980392,0.5253483294288683
data/tomato/unripe/u (752).jpg,0.894510490769848,0.8953035492466028,0.7136110713241681,0.12995770351665267,0.12391690658779486,0.1589840703023431,0.9725490196078431,0.9725490196078431,0.7843137254901961,0.500221268248128
data/tomato/unripe/u (420).jpg,0.8914473149676805,0.8939777645433841,0.7578652085380266,0.1414428241896835,0.1383107559081222,0.18540790462604093,0.9725490196078431,0.9725490196078431,0.9725490196078431,0.5007083602073283
data/tomato/unripe/u (633).jpg,0.47811642748431765,0.4921743690000243,0.16127666667504287,0.1538601112394012,0.14192213706583992,0.23067226836574795,0.47058823529411764,0.5333333333333333,0.03137254901960784,0.5072436670940841
data/tomato/unripe/u (1141).jpg,0.47778288725888063,0.548364756642116,0.434063486559133,0.11879798912188977,0.14075503588501104,0.15255564259299795,0.34509803921568627,0.40784313725490196,0.2823529411764706,0.5343911526866693
data/tomato/unripe/u (1036).jpg,0.20966479291105566,0.2459715929603077,0.07773966607446943,0.14246973909784122,0.1388886313950908,0.1677111291883876,0.1568627450980392,0.2196078431372549,0.03137254901960784,0.5398406728409925
data/tomato/unripe/u (897).jpg,0.6589181804551458,0.6576372921760443,0.36468812481205903,0.047357696034728836,0.04949742168285633,0.08518593815288622,0.6588235294117647,0.6588235294117647,0.34509803921568627,0.49951316623868797
data/tomato/unripe/u (769).jpg,0.7207445770396672,0.7919310404327479,0.5190185775707181,0.10435221526062102,0.08937914233662354,0.1375846541949065,0.8470588235294118,0.8470588235294118,0.596078431372549,0.5235296369927457
data/tomato/unripe/u (551).jpg,0.5783495370893883,0.6211509064303239,0.2214258132660557,0.060400117077004614,0.06316554947479172,0.12731479299747317,0.596078431372549,0.6588235294117647,0.1568627450980392,0.5178408994720949
data/tomato/unripe/u (534).jpg,0.604259967048035,0.6258782653562942,0.4734887453208461,0.26982997020456295,0.2609761334035888,0.3093491111442619,0.9725490196078431,0.9725490196078431,0.9725490196078431,0.5087865250285563
data/tomato/unripe/u (787).jpg,0.38456534649401647,0.4324535812018002,0.12764488938811033,0.06970979088160992,0.07040388640308422,0.10524752573217375,0.34509803921568627,0.40784313725490196,0.09411764705882353,0.5293060383746311
data/tomato/unripe/u (455).jpg,0.4049061070025857,0.4276086204484784,0.08526400521334597,0.07761076691906117,0.08027239393838698,0.15412549719469235,0.40784313725490196,0.40784313725490196,0.03137254901960784,0.5136342850335083
data/tomato/unripe/u (579).jpg,0.807057449832853,0.7896954330452759,0.5597185262246211,0.1949683717924038,0.18953354065756228,0.2504297689542284,0.9725490196078431,0.9725490196078431,0.9725490196078431,0.49456302659609624
data/tomato/unripe/u (141).jpg,0.3866821793863429,0.2990098495718506,0.08326108862101805,0.17835465405314047,0.19345925048879528,0.14230846055373922,0.2823529411764706,0.1568627450980392,0.03137254901960784,0.43606954853566277
data/tomato/unripe/u (685).jpg,0.4511655061443604,0.49604031966924067,0.21358736668233017,0.05718391499240846,0.0575236155027268,0.08286562878224824,0.47058823529411764,0.5333333333333333,0.1568627450980392,0.5236874420147553
data/tomato/unripe/u (415).jpg,0.502415946941808,0.5408727496295627,0.33346969784539043,0.22041280976352962,0.21489511179581042,0.27242745137801017,0.40784313725490196,0.8470588235294118,0.03137254901960784,0.5184300692387428
data/tomato/unripe/u (1172).jpg,0.34775547196109424,0.41715261182434443,0.25841175549206397,0.10800172147881801,0.1043568888511282,0.1142498816087449,0.47058823529411764,0.5333333333333333,0.34509803921568627,0.545362345234428
data/tomato/unripe/u (924).jpg,0.4591738220342603,0.5303115359519005,0.2523653128216984,0.07798623879888943,0.07555011153526973,0.08933946103647175,0.40784313725490196,0.596078431372549,0.1568627450980392,0.5359462833133042
data/tomato/unripe/u (369).jpg,0.730275685822195,0.6869097607003842,0.4420572278635919,0.1365413428824875,0.15949813141302618,0.19664104326549012,0.6588235294117647,0.596078431372549,0.34509803921568627,0.4846996401820585
data/tomato/unripe/u (908).jpg,0.3831963406063865,0.4255626501957099,0.1417155627255815,0.07990387898390905,0.07961189269607162,0.1282962747794003,0.34509803921568627,0.40784313725490196,0.09411764705882353,0.5261915216325841
data/tomato/unripe/u (469).jpg,0.33637288825564826,0.37638665872603044,0.08711196213288169,0.05725889709856329,0.061655730946490316,0.04657383765726162,0.34509803921568627,0.40784313725490196,0.09411764705882353,0.5280688729474603
data/tomato/unripe/u (666).jpg,0.4882179553866914,0.5121541153519804,0.3405995180335366,0.1952787866381053,0.19194486632005817,0.22325753181066219,0.6588235294117647,0.7215686274509804,0.03137254901960784,0.5119631168937882
data/tomato/unripe/u (1337).jpg,0.1257496907088693,0.20355452360789675,0.07285986033526572,0.036279018530255065,0.03650488318253509,0.026428271514973692,0.1568627450980392,0.2196078431372549,0.09411764705882353,0.6181333145004292
data/tomato/unripe/u (636).jpg,0.6836921277973362,0.6938574823325032,0.32546992567799043,0.10292656110694069,0.09057398912795042,0.11612997581115331,0.7215686274509804,0.7215686274509804,0.2823529411764706,0.5036892853374763
data/tomato/unripe/u (526).jpg,0.4806616191694329,0.5204430338926122,0.2956719344579217,0.05694157388705124,0.057017178610313156,0.07482602532533818,0.5333333333333333,0.5333333333333333,0.2823529411764706,0.519868239981217
data/tomato/unripe/u (635).jpg,0.5886229445855834,0.6012664812176313,0.16224730056061898,0.15066431344554615,0.14117008237663178,0.21287904878279654,0.6588235294117647,0.6588235294117647,0.09411764705882353,0.5053124793501527
data/tomato/unripe/u (1116).jpg,0.6467177447252984,0.7152033866645894,0.5497701152313632,0.08836500628193895,0.09118721939798882,0.10308081448847327,0.6588235294117647,0.7843137254901961,0.47058823529411764,0.5251426422850622
data/tomato/unripe/u (1132).jpg,0.45455267330564164,0.5412337637861757,0.3421785989802816,0.07018440507639483,0.06886276217985413,0.0651908142010571,0.5333333333333333,0.596078431372549,0.2823529411764706,0.5435233902597134
data/tomato/unripe/u (1060).jpg,0.5968297763806278,0.6303643897646204,0.46832766683502824,0.0839106634607482,0.0735093254720156,0.09674527361548156,0.596078431372549,0.6588235294117647,0.47058823529411764,0.5136627059448602
data/tomato/unripe/u (1332).jpg,0.1710677726599205,0.27644973150095614,0.11131046463610862,0.04115138195572996,0.04114994010775839,0.04257100180064937,0.1568627450980392,0.2823529411764706,0.09411764705882353,0.6177392195643744
data/tomato/unripe/u (212).jpg,0.7264888064670953,0.761429616060188,0.4287705667084639,0.08068008812601665,0.08086077299403122,0.11399250292221533,0.7215686274509804,0.7843137254901961,0.34509803921568627,0.5117411632189551
data/tomato/unripe/u (440).jpg,0.6103801202654585,0.6223466925323677,0.48292285772440463,0.20961899166204523,0.20509314659344835,0.23633207616310828,0.6588235294117647,0.7215686274509804,0.5333333333333333,0.504853290459859
data/tomato/unripe/u (260).jpg,0.2728219999179132,0.2437778665654822,0.11250474302241723,0.2192133929680513,0.23694717417864242,0.18107865780692714,0.09411764705882353,0.03137254901960784,0.03137254901960784,0.47188822625274807
data/tomato/unripe/u (1322).jpg,0.24384856168106955,0.28732756548302607,0.15010616831635898,0.03858441624309451,0.03613301987357304,0.03764501240185117,0.2196078431372549,0.2823529411764706,0.1568627450980392,0.5409260880961512
data/tomato/unripe/u (1020).jpg,0.49011399168578534,0.4931567295635414,0.171189395062566,0.07031307014963158,0.07216776666283066,0.11256616452113731,0.47058823529411764,0.47058823529411764,0.1568627450980392,0.5015467432918193
data/tomato/unripe/u (422).jpg,0.6123460140602869,0.6152240758749568,0.42117838036149996,0.1838922462723172,0.17867541432199144,0.2414764246153158,0.7843137254901961,0.7843137254901961,0.2196078431372549,0.5011718514056981
data/tomato/unripe/u (1049).jpg,0.6560930562151812,0.7117659623121323,0.388595973226319,0.14645050816221297,0.1280989550748371,0.25993199579488246,0.596078431372549,0.6588235294117647,0.2196078431372549,0.5203500012219413
data/tomato/unripe/u (486).jpg,0.7869167129451635,0.6946084922926409,0.365116818652789,0.07865235399365993,0.08586980981527767,0.11415255884678609,0.8470588235294118,0.7215686274509804,0.34509803921568627,0.46884657850594486
data/tomato/unripe/u (1160).jpg,0.4258134335796773,0.5236646873709542,0.3204673248683471,0.08034493784540604,0.08042327820255213,0.06470543338404336,0.47058823529411764,0.596078431372549,0.40784313725490196,0.551528386265781
data/tomato/unripe/u (1007).jpg,0.17979962457878193,0.21151509516617958,0.032421081551506505,0.06939982387816122,0.071099672062726,0.07567505514866706,0.1568627450980392,0.2196078431372549,0.03137254901960784,0.5405228680923775
data/tomato/unripe/u (52).jpg,0.5417093643386698,0.5030939164507702,0.4369661743974791,0.1388580528045042,0.1829895546029756,0.26601881511459624,0.40784313725490196,0.34509803921568627,0.09411764705882353,0.48151976949275055
data/tomato/unripe/u (1351).jpg,0.16973863747729004,0.26808911270091357,0.053933839758296416,0.05721649099011533,0.07640674295164188,0.028621239565195578,0.1568627450980392,0.2823529411764706,0.03137254901960784,0.6123150035071859
data/tomato/unripe/u (76).jpg,0.575744874394715,0.5542743322285127,0.47208506197130484,0.16051895606212996,0.18020842541430163,0.261188869272082,0.40784313725490196,0.596078431372549,0.1568627450980392,0.49049948751342937
data/tomato/unripe/u (1090).jpg,0.3668920701690903,0.4478033000546966,0.2723911282655657,0.06337241198928259,0.06803019023733863,0.06296682370700424,0.40784313725490196,0.47058823529411764,0.2823529411764706,0.5496566775321345
